stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id,route_short_name
T_1252_STOP,1252,Toberín,4.746413110432108,-74.0471951014257,0,ESTACION_2101,0,B16
T_1151_STOP,1151,Alcalá,4.721905564929486,-74.05130382461347,0,ESTACION_2200,0,B16
T_1232_STOP,1232,Pepe Sierra,4.697922398131996,-74.05529418282563,0,ESTACION_2204,0,B16
T_1262_STOP,1262,Terminal,4.7689038678055065,-74.04340428986092,0,ESTACION_2502,0,B16
T_13233_STOP,13233,Portal ElDorado,4.681971240083489,-74.12152509273433,0,ESTACION_6000,0,B16
T_2225_STOP,2225,Modelia,4.675253960196272,-74.11736866985655,0,ESTACION_6001,0,B16
T_2309_STOP,2309,Avenida Rojas ,4.661351065110693,-74.10848823761553,0,ESTACION_6100,0,B16
T_1882_STOP,1882,El Tiempo - Maloka,4.657283814489358,-74.10586062104683,0,ESTACION_6101,0,B16
T_1916_STOP,1916,Salitre El Greco,4.65106436571404,-74.10184771617243,0,ESTACION_6102,0,B16
T_1858_STOP,1858,CAN,4.647044864243512,-74.09930153718442,0,ESTACION_6103,0,B16
T_1913_STOP,1913,Quinta Paredes,4.637946019305426,-74.09337807739038,0,ESTACION_6105,0,B16
T_1878_STOP,1878,Recinto Ferial,4.6343962856351935,-74.09004122865704,0,ESTACION_6106,0,B16
T_1537_STOP,1537,Avenida Chile,4.66674957241388,-74.07409673170545,0,ESTACION_7103,0,B16
T_13535_STOP,13535,Avenida El Dorado,4.629957123473198,-74.07996185078636,0,ESTACION_7108,0,B16
T_1155_STOP,1155,Calle 187,4.763080361122422,-74.044665627615,0,ESTACION_2001,0,K16
T_12937_STOP,12937,Toberín,4.744384865266792,-74.04763573192865,0,ESTACION_2101,0,K16
T_1141_STOP,1141,Alcalá,4.721598179913101,-74.05142144916391,0,ESTACION_2200,0,K16
T_1228_STOP,1228,Pepe Sierra,4.6980943352921045,-74.05534804512257,0,ESTACION_2204,0,K16
T_1264_STOP,1264,Terminal,4.768660131147531,-74.04375627090778,0,ESTACION_2502,0,K16
T_13233_STOP,13233,Portal ElDorado,4.681971240083489,-74.12152509273433,0,ESTACION_6000,0,K16
T_2022_STOP,2022,Modelia,4.675561511601059,-74.11736828493336,0,ESTACION_6001,0,K16
T_1850_STOP,1850,Avenida Rojas ,4.661619386525258,-74.10847899634386,0,ESTACION_6100,0,K16
T_1880_STOP,1880,El Tiempo - Maloka,4.657039170419221,-74.10553638190974,0,ESTACION_6101,0,K16
T_1915_STOP,1915,Salitre El Greco,4.651305979438459,-74.10188749805745,0,ESTACION_6102,0,K16
T_1857_STOP,1857,CAN,4.647343322693272,-74.09926509796072,0,ESTACION_6103,0,K16
T_1910_STOP,1910,Quinta Paredes,4.6374232316155055,-74.09304154769886,0,ESTACION_6105,0,K16
T_1877_STOP,1877,Recinto Ferial,4.63451771112471,-74.09021248584348,0,ESTACION_6106,0,K16
T_1541_STOP,1541,Avenida Chile,4.66615363772608,-74.07490888637763,0,ESTACION_7103,0,K16
T_13536_STOP,13536,Avenida El Dorado,4.629790711121016,-74.08002357385372,0,ESTACION_7108,0,K16
T_1152_STOP,1152,Calle 187,4.763170301714461,-74.04429582951067,0,ESTACION_2001,0,B11
T_12934_STOP,12934,Toberín,4.745433162019745,-74.04727324654925,0,ESTACION_2101,0,B11
T_1226_STOP,1226,Mazurén,4.734566333050954,-74.04920388413046,0,ESTACION_2103,0,B11
T_1206_STOP,1206,Calle 146,4.730994163510374,-74.0497767697633,0,ESTACION_2104,0,B11
T_1234_STOP,1234,Pepe Sierra,4.698419813254656,-74.0552304038271,0,ESTACION_2204,0,B11
T_1187_STOP,1187,Calle 106,4.6922431862201845,-74.05629353340387,0,ESTACION_2205,0,B11
T_1260_STOP,1260,Virrey,4.6766432035593,-74.05888382562574,0,ESTACION_2302,0,B11
T_1167_STOP,1167,Calle 85,4.673233891986172,-74.0595104317094,0,ESTACION_2303,0,B11
T_1221_STOP,1221,Héroes,4.6688747901467895,-74.06012927745283,0,ESTACION_2304,0,B11
T_1261_STOP,1261,Terminal,4.768741087974968,-74.04343156462411,0,ESTACION_2502,0,B11
T_1509_STOP,1509,Escuela Militar,4.67562690083383,-74.07002816633616,0,ESTACION_4107,0,B11
T_2014_STOP,2014,Portal Sur,4.597285051320461,-74.16956231938417,0,ESTACION_7000,0,B11
T_1741_STOP,1741,CC Paseo - Madelena,4.596242571545488,-74.15668893405153,0,ESTACION_7002,0,B11
T_1769_STOP,1769,Venecia,4.595556242628109,-74.1424918219512,0,ESTACION_7004,0,B11
T_1720_STOP,1720,Alquería,4.594271012862823,-74.13439832820788,0,ESTACION_7005,0,B11
T_1748_STOP,1748,NQS Calle 38A Sur,4.5937697604762455,-74.12393312001694,0,ESTACION_7007,0,B11
T_1745_STOP,1745,NQS Calle 30 Sur,4.594793349382807,-74.11775695578086,0,ESTACION_7008,0,B11
T_1757_STOP,1757,SENA,4.597443689393589,-74.11045195868195,0,ESTACION_7009,0,B11
T_1558_STOP,1558,Campín-UAN,4.645842269351438,-74.07866763372334,0,ESTACION_7106,0,B11
T_1578_STOP,1578,Paloquemao,4.617105889108193,-74.08937191580928,0,ESTACION_7110,0,B11
T_1593_STOP,1593,Ricáurte,4.611109333917516,-74.09429878807518,0,ESTACION_7111,0,B11
T_1764_STOP,1764,Santa Isabel,4.601360113822838,-74.10297405999128,0,ESTACION_7113,0,B11
T_1154_STOP,1154,Calle 187,4.763252186553058,-74.04463834113693,0,ESTACION_2001,0,G11
T_12935_STOP,12935,Toberín,4.7475204257740335,-74.04708543954274,0,ESTACION_2101,0,G11
T_12908_STOP,12908,Mazurén,4.732842286009657,-74.04951483611086,0,ESTACION_2103,0,G11
T_1205_STOP,1205,Calle 146,4.730831469259896,-74.04986715191866,0,ESTACION_2104,0,G11
T_1230_STOP,1230,Pepe Sierra,4.697587911305859,-74.05543888294177,0,ESTACION_2204,0,G11
T_1183_STOP,1183,Calle 106,4.69369016881632,-74.05607521608131,0,ESTACION_2205,0,G11
T_1256_STOP,1256,Virrey,4.675802228130904,-74.05907427042025,0,ESTACION_2302,0,G11
T_1161_STOP,1161,Calle 85,4.670918767905001,-74.05990117435982,0,ESTACION_2303,0,G11
T_1215_STOP,1215,Héroes,4.66806109481786,-74.06042786360771,0,ESTACION_2304,0,G11
T_1263_STOP,1263,Terminal,4.768831956424816,-74.04372898371355,0,ESTACION_2502,0,G11
T_1507_STOP,1507,Escuela Militar,4.675871452750863,-74.07027125899829,0,ESTACION_4107,0,G11
T_2014_STOP,2014,Portal Sur,4.597285051320461,-74.16956231938417,0,ESTACION_7000,0,G11
T_1742_STOP,1742,CC Paseo - Madelena,4.596306073125188,-74.15684210722675,0,ESTACION_7002,0,G11
T_1770_STOP,1770,Venecia,4.5956027660993115,-74.14263151658521,0,ESTACION_7004,0,G11
T_1723_STOP,1723,Alquería,4.594361655866401,-74.1345514654099,0,ESTACION_7005,0,G11
T_1751_STOP,1751,NQS Calle 38A Sur,4.59379239450686,-74.12410579118652,0,ESTACION_7007,0,G11
T_1746_STOP,1746,NQS Calle 30 Sur,4.594802607031286,-74.11792821927497,0,ESTACION_7008,0,G11
T_1758_STOP,1758,SENA,4.597434823869072,-74.1105962013975,0,ESTACION_7009,0,G11
T_1562_STOP,1562,Campín-UAN,4.644854951341084,-74.0787685578977,0,ESTACION_7106,0,G11
T_1582_STOP,1582,Paloquemao,4.61639954648093,-74.09001954323848,0,ESTACION_7110,0,G11
T_1602_STOP,1602,Ricáurte,4.611018685281321,-74.09446049135286,0,ESTACION_7111,0,G11
T_1767_STOP,1767,Santa Isabel,4.601324113146351,-74.10311833726624,0,ESTACION_7113,0,G11
T_13232_STOP,13232,Portal ElDorado,4.681553592005251,-74.12123149630553,0,ESTACION_6000,0,K43
T_2022_STOP,2022,Modelia,4.675561511601059,-74.11736828493336,0,ESTACION_6001,0,K43
T_1890_STOP,1890,Normandia,4.6688045915208205,-74.11307673432405,0,ESTACION_6002,0,K43
T_1880_STOP,1880,El Tiempo - Maloka,4.657039170419221,-74.10553638190974,0,ESTACION_6101,0,K43
T_1915_STOP,1915,Salitre El Greco,4.651305979438459,-74.10188749805745,0,ESTACION_6102,0,K43
T_1885_STOP,1885,Gobernación,4.643325802924865,-74.09680845667097,0,ESTACION_6104,0,K43
T_1911_STOP,1911,Quinta Paredes,4.637956881809246,-74.09335128932138,0,ESTACION_6105,0,K43
T_1877_STOP,1877,Recinto Ferial,4.63451771112471,-74.09021248584348,0,ESTACION_6106,0,K43
T_1768_STOP,1768,Venecia,4.595510382538422,-74.14299696062373,0,ESTACION_7004,0,K43
T_1733_STOP,1733,General Santander,4.59352357017158,-74.12972071185933,0,ESTACION_7006,0,K43
T_1756_STOP,1756,SENA,4.59720908816389,-74.11092100260302,0,ESTACION_7009,0,K43
T_1548_STOP,1548,CAD,4.623183225322649,-74.08435157054768,0,ESTACION_7109,0,K43
T_1597_STOP,1597,Ricáurte,4.6121575638344074,-74.09346811458832,0,ESTACION_7111,0,K43
T_12894_STOP,12894,San Mateo,4.586645061536639,-74.20399933563043,0,ESTACION_7503,0,K43
T_12898_STOP,12898,Terreros,4.588549534049977,-74.20023814596402,0,ESTACION_7504,0,K43
T_2283_STOP,2283,León XIII,4.592303855633679,-74.19281794507997,0,ESTACION_7505,0,K43
T_2279_STOP,2279,La Despensa,4.59446096044753,-74.18834337085046,0,ESTACION_7506,0,K43
T_1768_STOP,1768,Venecia,4.595510382538422,-74.14299696062373,0,ESTACION_7004,0,K43
T_1733_STOP,1733,General Santander,4.59352357017158,-74.12972071185933,0,ESTACION_7006,0,K43
T_1756_STOP,1756,SENA,4.59720908816389,-74.11092100260302,0,ESTACION_7009,0,K43
T_1552_STOP,1552,CAD,4.6235068388999165,-74.08414146090102,0,ESTACION_7109,0,K43
T_1597_STOP,1597,Ricáurte,4.6121575638344074,-74.09346811458832,0,ESTACION_7111,0,K43
T_12894_STOP,12894,San Mateo,4.586645061536639,-74.20399933563043,0,ESTACION_7503,0,K43
T_12898_STOP,12898,Terreros,4.588549534049977,-74.20023814596402,0,ESTACION_7504,0,K43
T_2283_STOP,2283,León XIII,4.592303855633679,-74.19281794507997,0,ESTACION_7505,0,K43
T_2279_STOP,2279,La Despensa,4.59446096044753,-74.18834337085046,0,ESTACION_7506,0,K43
T_1217_STOP,1217,Héroes,4.6676448816646685,-74.06033826477069,0,ESTACION_2304,0,4
T_1509_STOP,1509,Escuela Militar,4.67562690083383,-74.07002816633616,0,ESTACION_4107,0,4
T_13572_STOP,13572,Polo,4.66945294389874,-74.0637826599899,0,ESTACION_4108,0,4
T_2011_STOP,2011,Portal Sur,4.5969341598291065,-74.16958279356047,0,ESTACION_7000,0,4
T_1753_STOP,1753,Perdomo,4.595736308352322,-74.1646223589988,0,ESTACION_7001,0,4
T_1740_STOP,1740,CC Paseo - Madelena,4.596197950812737,-74.1572028173738,0,ESTACION_7002,0,4
T_1760_STOP,1760,Sevillana,4.595101107826753,-74.1476576946383,0,ESTACION_7003,0,4
T_1769_STOP,1769,Venecia,4.595556242628109,-74.1424918219512,0,ESTACION_7004,0,4
T_1720_STOP,1720,Alquería,4.594271012862823,-74.13439832820788,0,ESTACION_7005,0,4
T_1733_STOP,1733,General Santander,4.59352357017158,-74.12972071185933,0,ESTACION_7006,0,4
T_1748_STOP,1748,NQS Calle 38A Sur,4.5937697604762455,-74.12393312001694,0,ESTACION_7007,0,4
T_1745_STOP,1745,NQS Calle 30 Sur,4.594793349382807,-74.11775695578086,0,ESTACION_7008,0,4
T_1757_STOP,1757,SENA,4.597443689393589,-74.11045195868195,0,ESTACION_7009,0,4
T_2020_STOP,2020,Calle 75,4.6700655720132325,-74.07128862334503,0,ESTACION_7102,0,4
T_1533_STOP,1533,Avenida Chile,4.665728581189911,-74.07497254964596,0,ESTACION_7103,0,4
T_1606_STOP,1606,Simón Bolívar,4.657636245426366,-74.07757949902108,0,ESTACION_7104,0,4
T_1570_STOP,1570,Movistar Arena,4.650346499885976,-74.07831921088042,0,ESTACION_7105,0,4
T_1558_STOP,1558,Campín-UAN,4.645842269351438,-74.07866763372334,0,ESTACION_7106,0,4
T_2026_STOP,2026,Universidad Nacional,4.6363466047125454,-74.0793534635505,0,ESTACION_7107,0,4
T_1544_STOP,1544,Avenida El Dorado,4.630656306119395,-74.07984121253243,0,ESTACION_7108,0,4
T_1549_STOP,1549,CAD,4.623587025271132,-74.08400265115068,0,ESTACION_7109,0,4
T_1578_STOP,1578,Paloquemao,4.617105889108193,-74.08937191580928,0,ESTACION_7110,0,4
T_1593_STOP,1593,Ricáurte,4.611109333917516,-74.09429878807518,0,ESTACION_7111,0,4
T_1727_STOP,1727,Comuneros,4.604548909073384,-74.09956256732242,0,ESTACION_7112,0,4
T_1764_STOP,1764,Santa Isabel,4.601360113822838,-74.10297405999128,0,ESTACION_7113,0,4
T_1215_STOP,1215,Héroes,4.66806109481786,-74.06042786360771,0,ESTACION_2304,0,4
T_1507_STOP,1507,Escuela Militar,4.675871452750863,-74.07027125899829,0,ESTACION_4107,0,4
